problem,p,m,q,n,lb,lb_ref,ub,ub_ref
negacyclic,3,2,9,4,4,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",4,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,2,9,5,7,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",7,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,2,9,6,10,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",10,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,2,9,7,11,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",11,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,2,9,8,12,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",12,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,2,9,9,17,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",17,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,2,9,10,14,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",14,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,3,2,9,11,19,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",19,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,11,1,11,1,1,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",1,linear folding of the corresponding full-product algorithm modulo x^N+1 (derived)
negacyclic,11,1,11,2,3,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",3,linear folding of the corresponding full-product algorithm modulo x^N+1 (derived)
negacyclic,11,1,11,3,4,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",4,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,11,1,11,4,6,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",6,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,11,1,11,5,5,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",5,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,11,1,11,6,9,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",9,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,11,1,11,7,11,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",11,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,11,1,11,8,14,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",14,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,11,1,11,9,15,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",15,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,11,1,11,10,15,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",15,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,11,1,11,11,21,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",21,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,13,1,13,1,1,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",1,linear folding of the corresponding full-product algorithm modulo x^N+1 (derived)
negacyclic,13,1,13,2,2,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",2,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,13,1,13,3,3,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",3,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,13,1,13,4,6,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",6,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,13,1,13,5,8,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",8,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,13,1,13,6,6,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",6,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,13,1,13,7,10,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",10,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,13,1,13,8,14,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",14,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
negacyclic,13,1,13,9,13,"Winograd (1976), modulus-factor lower bound rank>=2N-k for P=x^N+1=prod_i P_i^e_i; factor degrees via cyclotomic-order formula and x^N+1 factorization theory (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/abs/1011.4857; https://arxiv.org/abs/2009.09601",13,CRT decomposition of F_q[x]/(x^N+1); local factors use exact truncated rank 2e-1 and field factors use corresponding extfield-row UBs; factor degrees via cyclotomic-order formula (derived); https://doi.org/10.1007/BF01683270; https://arxiv.org/pdf/1906.07456; https://arxiv.org/abs/2009.09601
